timestamp,src,dst,sport,dport,proto,length
1762940011.365896,200.204.68.240,172.16.10.43,5099,37939,UDP,1251
1762939678.6289535,172.16.10.43,142.120.165.177,9385,47511,UDP,893
1762941048.4899712,172.16.10.43,46.59.46.226,4060,42849,ICMP,686
1762940353.7564092,118.13.86.4,172.16.10.43,59345,44349,ICMP,698
1762941301.282155,59.38.232.222,172.16.10.43,64076,26260,TCP,874
1762941200.8024292,138.6.17.129,172.16.10.43,42958,9306,UDP,1454
1762941102.090969,172.16.10.43,41.253.127.179,12694,26994,ICMP,955
1762939960.1095994,123.89.102.199,172.16.10.43,47234,45008,TCP,720
1762940118.3845959,48.140.91.128,172.16.10.43,36870,14421,UDP,1133
1762940730.167942,97.48.6.132,172.16.10.43,23938,54492,TCP,1358
1762939987.1920872,254.253.42.202,172.16.10.43,4553,51563,ICMP,1493
1762941156.9377577,172.16.10.43,211.39.13.201,65226,57015,TCP,825
1762941506.7337663,141.40.113.24,172.16.10.43,61485,4162,TCP,1146
1762939942.8154287,163.158.53.156,172.16.10.43,12358,822,UDP,1390
1762941538.2631783,189.78.231.87,172.16.10.43,46547,8853,ICMP,1347
1762940549.7451024,62.209.163.159,172.16.10.43,26271,22849,TCP,1277
1762941379.5507514,205.248.6.57,172.16.10.43,49501,21601,TCP,653
1762939985.9784813,173.71.55.80,172.16.10.43,836,19763,TCP,491
1762940132.6245942,172.16.10.43,210.52.121.58,34053,9859,TCP,269
1762940098.8876486,44.181.207.212,172.16.10.43,37942,25574,TCP,329
1762940814.1569035,186.41.166.87,172.16.10.43,2772,65066,TCP,1235
1762940686.2292802,172.16.10.43,134.238.149.152,32987,28211,ICMP,1346
1762940161.1833563,97.9.227.61,172.16.10.43,5828,11062,UDP,835
1762940730.2943182,156.50.83.117,172.16.10.43,61124,31544,ICMP,81
1762940711.4781437,167.56.41.208,172.16.10.43,33380,52119,ICMP,1200
1762941113.6099567,172.16.10.43,200.38.60.239,63905,2816,TCP,932
1762939816.9693718,65.120.226.209,172.16.10.43,34961,14726,ICMP,531
1762939957.9859867,230.150.111.223,172.16.10.43,4548,42947,TCP,1162
1762941509.0892427,172.16.10.43,210.97.236.139,17641,64323,UDP,49
1762940332.5158505,172.16.10.43,59.121.227.232,56274,44454,TCP,879
1762941304.3206131,112.14.203.8,172.16.10.43,16281,51188,UDP,287
1762941308.1732004,172.16.10.43,210.9.237.73,30400,57432,TCP,625
1762940069.8642855,172.16.10.43,38.141.124.254,49657,45872,UDP,420
1762940096.1466758,229.125.89.229,172.16.10.43,8204,57694,UDP,1098
1762940496.7544556,172.16.10.43,127.3.231.205,39407,22961,UDP,910
1762940647.5654705,150.192.121.11,172.16.10.43,20939,24666,UDP,1041
1762939692.7696762,172.16.10.43,188.225.34.150,14226,25218,ICMP,997
1762941156.855055,90.143.234.183,172.16.10.43,31703,55747,TCP,1092
1762940875.709112,27.206.101.8,172.16.10.43,49222,12416,UDP,711
1762941236.1867108,89.28.198.19,172.16.10.43,58542,11212,ICMP,1413
1762940405.1492667,172.16.10.43,123.222.72.184,25371,27311,TCP,1268
1762940333.0231993,192.136.151.44,172.16.10.43,47095,38025,TCP,1453
1762939723.8861313,172.16.10.43,79.108.156.184,54602,37485,TCP,1392
1762941469.0148165,172.16.10.43,192.172.164.76,65100,50040,TCP,712
1762940213.6341147,172.16.10.43,208.29.14.27,50421,21506,UDP,1178
1762940783.8980138,46.233.189.223,172.16.10.43,27617,59650,UDP,285
1762941206.172264,172.16.10.43,236.10.239.20,44057,4997,TCP,1101
1762940233.670392,69.45.114.133,172.16.10.43,51045,48559,ICMP,517
1762941303.6726277,32.23.252.211,172.16.10.43,45073,7222,UDP,169
1762941577.604696,152.41.56.158,172.16.10.43,49400,3956,UDP,86
1762939830.548151,172.16.10.43,239.144.64.212,36575,905,ICMP,1357
1762941349.5287037,32.60.186.12,172.16.10.43,25990,18707,UDP,986
1762941451.452314,172.16.10.43,106.202.4.104,35856,2550,ICMP,1101
1762940490.6231432,172.16.10.43,192.65.213.66,63313,45105,UDP,1156
1762941259.8342702,172.16.10.43,215.198.152.50,57283,2299,UDP,888
1762941517.1700573,112.134.45.136,172.16.10.43,39341,19027,UDP,563
1762940934.8123956,172.16.10.43,33.208.103.11,25653,8943,ICMP,886
1762940241.5782547,213.164.255.219,172.16.10.43,41476,52360,UDP,366
1762940882.4664652,172.16.10.43,168.72.206.65,6149,40907,UDP,271
1762940369.8491645,160.151.23.104,172.16.10.43,28529,31132,TCP,1089
1762940186.9497252,172.16.10.43,166.28.130.67,51764,46823,ICMP,633
1762939902.3877077,172.16.10.43,105.182.232.121,59098,51882,TCP,970
1762940561.5637293,172.16.10.43,223.143.21.92,5179,2144,UDP,556
1762940554.123341,172.16.10.43,87.219.163.72,25405,52583,ICMP,257
1762941605.8234963,142.197.186.22,172.16.10.43,36830,3820,TCP,1056
1762939789.524733,172.16.10.43,143.5.118.13,55352,26310,UDP,752
1762940282.6414838,172.16.10.43,118.243.160.43,65103,65400,TCP,171
1762939791.764367,54.87.229.134,172.16.10.43,11620,18455,TCP,689
1762941072.4591322,240.69.100.90,172.16.10.43,63643,10045,TCP,819
1762940245.7732666,4.104.213.48,172.16.10.43,32131,40229,TCP,1317
1762939851.1621203,172.16.10.43,236.58.34.15,402,8273,ICMP,866
1762941203.891366,172.16.10.43,167.172.140.4,55550,61647,UDP,112
1762939920.0426686,221.81.211.82,172.16.10.43,26324,20416,ICMP,1127
1762940676.2123263,25.226.180.9,172.16.10.43,55702,25679,ICMP,575
1762940286.991566,172.16.10.43,127.102.14.105,6393,60429,TCP,1490
1762940521.1417935,132.214.92.151,172.16.10.43,50675,61555,ICMP,288
1762940430.4237006,159.160.181.117,172.16.10.43,17005,7963,ICMP,1276
1762939861.2121553,55.110.99.3,172.16.10.43,22332,1580,TCP,908
1762940623.636444,197.129.171.230,172.16.10.43,49875,61468,ICMP,114
1762941502.3038237,212.150.150.183,172.16.10.43,5987,38794,UDP,1356
1762941131.3366585,20.197.3.190,172.16.10.43,7092,44714,ICMP,522
1762940142.9775143,172.16.10.43,32.7.141.29,6068,18001,UDP,506
1762941634.414653,3.130.190.44,172.16.10.43,24853,35139,TCP,1325
1762940244.1761425,82.58.156.103,172.16.10.43,12558,19934,ICMP,155
1762941481.618168,211.171.13.157,172.16.10.43,24503,35036,TCP,1397
1762940114.188045,172.16.10.43,170.62.145.45,46577,18228,UDP,150
1762939929.238499,106.84.25.131,172.16.10.43,53736,51927,TCP,1090
1762940844.473966,172.16.10.43,168.98.164.249,30575,49640,ICMP,1073
1762940415.0767648,221.211.28.248,172.16.10.43,18075,44162,TCP,883
1762940695.8475041,219.43.56.20,172.16.10.43,47488,14403,TCP,187
1762939931.5935755,172.16.10.43,41.226.239.250,51812,57247,UDP,1044
1762941314.8508732,234.48.223.246,172.16.10.43,56186,44871,UDP,1304
1762941020.1187575,37.88.209.52,172.16.10.43,8986,23165,UDP,572
1762939844.6974733,8.147.167.65,172.16.10.43,26676,17103,TCP,1496
1762939983.384577,172.16.10.43,110.100.14.25,40626,13975,ICMP,1169
1762940977.1954932,172.16.10.43,231.201.75.213,10789,63001,ICMP,373
1762941428.040997,172.16.10.43,102.170.10.41,40968,34261,UDP,768
1762940802.6855252,252.35.95.89,172.16.10.43,2595,3454,UDP,778
1762941190.6732726,151.242.34.66,172.16.10.43,39415,14480,TCP,389
1762940439.2413218,193.18.217.58,172.16.10.43,61440,30366,UDP,927
1762941439.3698716,172.16.10.43,185.85.214.168,54682,8473,UDP,1310
1762941573.7148228,172.16.10.43,166.251.226.31,51023,21566,ICMP,529
1762940637.1721618,205.5.210.159,172.16.10.43,47935,38817,UDP,1058
1762939650.3002439,172.16.10.43,179.137.163.193,52953,35075,ICMP,410
1762941016.8349586,172.16.10.43,99.245.142.166,5762,63977,ICMP,696
1762939701.6959817,172.16.10.43,137.97.116.163,27210,42300,TCP,357
1762940592.0487547,172.16.10.43,173.165.213.255,37926,10343,ICMP,746
1762940124.665033,172.16.10.43,18.58.232.11,62821,4310,TCP,310
1762939727.1623335,184.239.142.34,172.16.10.43,965,62297,UDP,681
1762940488.7905126,152.198.123.223,172.16.10.43,40720,52199,ICMP,805
1762940611.6359448,172.16.10.43,132.5.112.124,59199,11869,TCP,90
1762940895.0092032,179.111.161.100,172.16.10.43,24733,56456,TCP,1078
1762940394.9759786,172.16.10.43,87.235.198.44,42202,47698,ICMP,344
1762940141.8463156,172.16.10.43,147.150.100.201,37111,54662,TCP,1095
1762940895.560701,172.16.10.43,84.163.140.228,15952,26434,ICMP,173
1762939686.962394,63.212.141.186,172.16.10.43,47475,50507,UDP,1144
1762939838.7106447,147.125.109.125,172.16.10.43,13208,62434,ICMP,1045
1762941271.683165,147.255.75.120,172.16.10.43,39794,15558,TCP,390
1762940476.356717,192.82.252.66,172.16.10.43,11674,53753,TCP,633
1762941644.7690003,178.112.170.158,172.16.10.43,12080,21915,TCP,921
1762941427.8522305,172.16.10.43,32.50.131.14,46647,24522,ICMP,188
1762941029.1327384,62.123.22.100,172.16.10.43,62540,36223,ICMP,1150
1762940538.599537,172.16.10.43,141.22.152.159,22875,61966,UDP,276
1762940764.5962126,172.16.10.43,151.178.72.91,55806,47856,ICMP,1281
1762940270.0723572,172.16.10.43,47.151.187.144,41389,51566,UDP,944
1762941161.6528094,190.144.116.100,172.16.10.43,58696,666,ICMP,97
1762941131.3853137,172.16.10.43,211.180.58.18,26488,63991,UDP,331
1762941566.6107314,242.82.147.215,172.16.10.43,15157,23823,TCP,384
1762941011.3094692,34.130.16.255,172.16.10.43,39230,63727,ICMP,1081
1762941461.4522471,199.193.27.16,172.16.10.43,40336,36003,TCP,1288
1762941520.0085242,98.223.139.114,172.16.10.43,45069,1756,UDP,798
1762939971.23084,172.16.10.43,184.35.216.252,28792,41755,TCP,77
1762940766.0585415,172.16.10.43,182.151.33.98,35558,7975,UDP,558
1762940384.5827947,172.16.10.43,91.38.51.43,48014,10139,ICMP,823
1762941197.3781698,172.16.10.43,112.155.203.141,46401,47479,UDP,1030
1762939902.4677215,194.3.51.54,172.16.10.43,4472,32624,ICMP,1492
1762940548.1694872,172.16.10.43,174.66.62.120,9654,22301,UDP,1353
1762940020.0277092,172.16.10.43,33.99.182.175,20096,11609,ICMP,665
1762941262.9733846,172.16.10.43,249.7.66.38,47432,13423,TCP,1391
1762939692.0831053,172.16.10.43,152.200.184.189,14775,12531,TCP,1450
1762940944.71755,172.16.10.43,251.186.176.119,10131,60312,ICMP,1161
1762940799.0463145,172.16.10.43,7.251.158.238,10218,40242,ICMP,1277
1762940409.401467,172.16.10.43,69.85.173.155,40166,58708,TCP,1382
1762939886.183608,39.166.137.34,172.16.10.43,21140,47780,TCP,254
1762941359.7539885,172.16.10.43,120.27.147.12,78,6256,TCP,637
1762941642.213598,103.72.137.112,172.16.10.43,62295,24303,UDP,423
1762939993.3509963,172.16.10.43,110.131.116.145,51606,30639,ICMP,734
1762939921.768583,172.16.10.43,109.56.33.193,707,61302,TCP,1469
1762940800.7745306,98.133.189.94,172.16.10.43,4588,26443,TCP,402
1762941171.9890292,172.16.10.43,172.167.65.98,51086,41915,ICMP,1387
1762940177.9660134,192.194.49.239,172.16.10.43,45081,19725,ICMP,1001
1762941375.5367088,22.144.208.212,172.16.10.43,37114,36518,ICMP,1220
1762939685.8498054,172.16.10.43,180.56.148.218,52453,9036,TCP,1168
1762940994.6532588,251.188.172.206,172.16.10.43,6861,38703,UDP,475
1762940070.5957296,222.166.178.226,172.16.10.43,7378,14596,TCP,894
1762939730.0506043,90.76.144.143,172.16.10.43,25642,37501,ICMP,1061
1762940874.7255363,152.231.14.127,172.16.10.43,8701,64735,UDP,1226
1762941475.1961284,172.16.10.43,250.52.133.246,27281,36428,ICMP,709
1762940245.4033797,209.184.119.50,172.16.10.43,24655,56982,ICMP,1246
1762939665.1676662,172.16.10.43,57.51.238.145,63260,1886,ICMP,774
1762940584.2509103,28.88.20.116,172.16.10.43,60070,62893,TCP,881
1762941309.774165,22.163.171.160,172.16.10.43,44665,10966,ICMP,733
1762940706.9227052,206.114.204.252,172.16.10.43,48264,11822,TCP,1261
1762939925.4787467,94.239.16.50,172.16.10.43,6993,64251,ICMP,1189
1762939964.5959773,146.139.31.179,172.16.10.43,31703,54449,TCP,365
1762940732.585424,172.16.10.43,16.91.223.181,19985,27481,TCP,58
1762940521.7979846,65.180.124.64,172.16.10.43,15420,16204,TCP,1067
1762940418.9180496,172.16.10.43,138.174.116.97,14507,51007,UDP,192
1762940400.5151534,172.16.10.43,52.46.131.250,19695,29392,UDP,1216
1762940603.9235585,146.111.60.159,172.16.10.43,20769,902,UDP,367
1762941336.2173061,172.16.10.43,234.169.210.148,16979,49652,ICMP,344
1762941298.0250607,172.16.10.43,131.82.169.180,5635,49494,ICMP,71
1762940813.4078555,47.123.11.202,172.16.10.43,49944,18027,UDP,465
1762941140.717165,172.16.10.43,34.227.10.1,55324,10031,UDP,1277
1762940191.0347176,172.16.10.43,247.187.235.189,8840,48066,ICMP,94
1762940086.8694873,161.109.215.2,172.16.10.43,19812,36410,ICMP,472
1762941454.3105018,172.16.10.43,111.43.141.81,20094,65360,ICMP,899
1762940908.578592,172.16.10.43,3.110.23.218,40979,16004,UDP,1185
1762939727.944455,172.16.10.43,98.49.181.82,28598,9353,TCP,82
1762940002.8499744,16.192.177.243,172.16.10.43,52597,123,UDP,324
1762939836.387278,52.181.159.17,172.16.10.43,21388,10704,UDP,1170
1762940483.4961119,172.16.10.43,233.13.26.93,2171,19091,TCP,848
1762940910.671395,172.16.10.43,176.190.152.136,42884,17604,UDP,1325
1762940781.8025048,172.16.10.43,239.112.105.182,56890,46781,UDP,944
1762941099.646902,172.16.10.43,181.192.224.135,8600,52137,TCP,1101
1762941594.3943412,172.16.10.43,87.16.240.55,62343,58041,UDP,901
1762940381.742985,224.89.6.225,172.16.10.43,24441,477,UDP,1500
1762939692.6285248,225.15.126.244,172.16.10.43,51335,35978,ICMP,845
1762941200.2013378,172.16.10.43,1.136.32.102,46190,52056,UDP,650
1762940660.5120766,172.16.10.43,38.83.121.251,63766,30355,TCP,1312
1762941148.0555935,35.40.210.105,172.16.10.43,14553,25652,ICMP,1115
1762940317.2486975,172.16.10.43,217.20.180.110,25776,21017,ICMP,1407
1762940867.6253917,172.16.10.43,150.60.153.101,50823,16868,ICMP,205
1762940766.3650815,104.250.86.30,172.16.10.43,13987,2160,TCP,350
1762940713.2645683,172.16.10.43,211.109.190.91,3783,63126,UDP,371
1762941262.6439307,127.160.14.198,172.16.10.43,8127,6355,ICMP,1168
1762940926.131037,172.16.10.43,37.127.230.240,27359,18872,ICMP,1392
1762939735.1880724,172.16.10.43,164.239.196.103,36334,8022,TCP,1043
1762941282.9031703,172.16.10.43,252.235.216.102,3621,50812,TCP,1364
1762941588.5679145,219.144.58.79,172.16.10.43,22472,49124,UDP,703
1762939781.1630106,216.190.203.1,172.16.10.43,60545,37373,TCP,1364
1762940299.817461,172.16.10.43,170.232.194.183,13579,26244,ICMP,379
1762940083.1036355,109.95.108.180,172.16.10.43,8794,37154,TCP,175
1762940127.2996945,172.16.10.43,125.37.87.191,62476,3968,ICMP,1421
1762940553.081156,176.39.14.197,172.16.10.43,12412,64639,ICMP,709
1762941392.2452548,37.42.180.194,172.16.10.43,50252,16337,ICMP,197
1762941352.0383513,172.16.10.43,191.219.208.245,20621,22191,UDP,948
1762940219.0967555,51.201.189.242,172.16.10.43,36370,62120,ICMP,600
1762941055.4655344,172.16.10.43,169.212.180.236,21270,46125,ICMP,890
1762940994.4048896,172.16.10.43,37.84.165.1,47816,11704,TCP,939
1762940049.8451965,172.16.10.43,177.26.217.34,49217,28445,UDP,636
1762941496.8697228,172.16.10.43,71.239.209.231,463,55429,ICMP,1108
1762940448.781724,172.16.10.43,116.145.24.227,30324,10571,TCP,721
1762939714.1905227,196.96.61.151,172.16.10.43,44277,52854,ICMP,1273
1762940306.7772968,172.16.10.43,107.138.27.190,39625,5049,TCP,647
1762941607.061269,172.16.10.43,157.229.250.22,30296,55365,TCP,971
1762940881.98851,91.58.60.74,172.16.10.43,58009,55563,TCP,43
1762941072.4973142,172.16.10.43,88.56.70.129,15960,20266,UDP,784
1762940606.382349,172.16.10.43,99.99.182.171,49406,5281,TCP,286
1762940072.7338052,57.158.158.130,172.16.10.43,11625,31716,TCP,1162
1762940002.4756331,172.16.10.43,163.1.90.132,55694,28119,UDP,254
1762940943.9256854,172.16.10.43,41.67.62.84,28011,45084,TCP,1196
1762940743.6064968,172.16.10.43,164.217.13.181,52814,4377,ICMP,1483
1762940599.1287272,172.16.10.43,88.213.94.225,57944,40195,UDP,1423
1762941223.0264618,172.16.10.43,13.254.221.219,24725,42584,ICMP,1414
1762939792.399707,172.16.10.43,92.195.90.88,63284,555,TCP,1483
1762941438.8257937,33.94.116.131,172.16.10.43,20714,13281,TCP,308
1762940024.8174472,114.23.139.56,172.16.10.43,37352,61248,ICMP,404
1762941483.6532454,172.16.10.43,24.1.123.31,39518,57035,TCP,119
1762940698.8121984,172.16.10.43,170.172.145.244,46052,26511,ICMP,1013
1762940333.6458404,109.76.209.248,172.16.10.43,24390,19703,ICMP,1251
1762941619.9569016,172.16.10.43,72.69.189.241,61452,39804,ICMP,1191
1762941278.4507287,70.10.4.5,172.16.10.43,34934,12917,UDP,175
1762939844.0510669,242.217.100.24,172.16.10.43,47148,30156,TCP,169
1762940019.2506123,172.16.10.43,85.6.166.50,59374,38055,TCP,933
1762940109.9125614,172.211.231.245,172.16.10.43,16492,10478,ICMP,1237
1762939817.4331079,172.16.10.43,218.196.11.79,18046,41465,TCP,632
1762940336.7209501,172.16.10.43,171.177.195.184,31973,39333,ICMP,1308
1762940880.7153873,172.16.10.43,197.227.43.98,55017,47329,ICMP,778
1762940796.184103,172.16.10.43,74.241.140.151,14815,25634,UDP,309
1762940321.4191844,188.188.195.168,172.16.10.43,18196,7601,TCP,582
1762941230.5813143,44.64.38.216,172.16.10.43,27723,62273,UDP,323
1762939881.2615523,211.68.164.116,172.16.10.43,34009,25217,UDP,355
1762941079.748028,172.16.10.43,7.190.116.49,55247,6420,ICMP,587
1762941622.6501865,144.132.138.144,172.16.10.43,10706,39446,TCP,388
1762940317.9772656,211.7.250.88,172.16.10.43,38107,38232,ICMP,1080
1762940225.9482694,172.16.10.43,171.24.158.103,62137,36427,ICMP,989
1762939752.2477663,75.114.234.7,172.16.10.43,22261,22311,TCP,1113
1762941164.9073792,22.106.60.117,172.16.10.43,39951,35087,UDP,769
1762940078.466435,172.16.10.43,85.233.220.185,53150,7527,TCP,591
1762940512.321935,41.112.11.125,172.16.10.43,49488,7981,ICMP,635
1762939719.411229,172.16.10.43,4.155.119.247,40211,411,UDP,632
1762940754.59958,172.16.10.43,206.208.252.139,26430,17250,UDP,453
1762939968.3081944,172.16.10.43,2.205.111.148,9563,44366,ICMP,411
1762941597.0470917,203.27.48.15,172.16.10.43,51310,47512,UDP,256
1762940506.2656822,224.92.244.25,172.16.10.43,30158,13611,ICMP,1118
1762940043.7925618,128.76.43.223,172.16.10.43,60638,45389,TCP,500
1762940499.5015996,171.252.131.212,172.16.10.43,45776,63535,TCP,705
1762941387.155494,8.121.89.186,172.16.10.43,9038,23801,TCP,92
1762941346.7169392,55.216.201.36,172.16.10.43,7259,28302,UDP,441
1762941313.9667537,172.16.10.43,23.126.170.50,21990,13766,UDP,852
1762939706.404899,172.16.10.43,152.32.133.87,33952,7706,UDP,1389
1762939886.2807822,31.201.47.172,172.16.10.43,14738,52670,TCP,54
1762941028.9717858,249.58.14.251,172.16.10.43,25931,47307,UDP,250
1762939815.4286673,168.134.19.123,172.16.10.43,33433,19257,UDP,578
1762941294.5308692,172.16.10.43,63.238.129.4,6921,13555,TCP,392
1762940983.1572294,202.27.177.46,172.16.10.43,60831,11728,ICMP,543
1762940008.8302648,209.89.249.46,172.16.10.43,38463,23581,UDP,1094
1762940238.6258714,42.126.91.241,172.16.10.43,42605,18822,ICMP,1205
1762940067.3643732,172.16.10.43,204.97.233.250,56918,7228,ICMP,221
1762940997.206387,135.201.10.194,172.16.10.43,52725,3254,UDP,1470
1762941226.675605,198.68.126.170,172.16.10.43,51308,62280,TCP,994
1762941589.2252114,81.190.144.220,172.16.10.43,54579,12926,ICMP,311
1762941563.686815,172.16.10.43,64.38.211.67,38136,1694,TCP,1268
1762941231.680525,40.113.66.212,172.16.10.43,55207,38454,UDP,1080
1762941083.4928958,172.16.10.43,119.19.8.152,51119,3755,UDP,652
1762940358.2518113,172.16.10.43,16.124.195.1,2913,9430,ICMP,378
1762939743.6780815,172.16.10.43,73.197.145.141,62884,22306,UDP,919
1762939862.7888334,172.16.10.43,16.81.19.187,46981,42342,ICMP,660
1762941121.184401,97.33.81.225,172.16.10.43,59762,7507,UDP,1131
1762939670.2776513,172.16.10.43,90.234.7.124,31201,58304,TCP,1010
1762941268.1936488,30.108.22.236,172.16.10.43,13770,12643,TCP,1261
1762941373.7011783,172.16.10.43,87.60.157.222,40157,34122,ICMP,595
1762941168.5093145,172.16.10.43,163.236.8.218,40794,54076,TCP,641
1762941236.7970552,230.4.157.85,172.16.10.43,38422,2438,ICMP,644
1762941204.677243,145.173.84.33,172.16.10.43,34487,13658,UDP,906
1762941070.9408288,172.16.10.43,172.192.5.38,53539,44898,ICMP,476
1762940764.8309956,112.151.96.244,172.16.10.43,37792,29987,TCP,896
1762939769.325814,172.16.10.43,134.145.85.155,62377,56195,ICMP,148
1762941410.6449773,5.147.246.136,172.16.10.43,25346,48676,ICMP,647
1762939888.9678879,131.233.55.134,172.16.10.43,24511,37286,UDP,817
1762940549.2459848,172.16.10.43,161.160.93.159,42208,4585,TCP,396
1762940148.359913,50.186.21.152,172.16.10.43,59580,12981,TCP,702
1762941006.9653554,172.16.10.43,125.252.193.38,15412,10030,TCP,70
1762940636.0655465,167.244.79.167,172.16.10.43,10457,51873,ICMP,687
1762940982.8986735,19.129.114.74,172.16.10.43,52389,14899,UDP,588
1762941137.2868786,54.193.39.211,172.16.10.43,44485,48304,TCP,454
1762939701.4022515,210.26.10.220,172.16.10.43,54074,14551,TCP,778
1762939842.5841644,172.16.10.43,186.97.251.162,8221,24088,UDP,1324
1762941645.72752,29.187.125.50,172.16.10.43,55856,17315,UDP,1218
1762940627.6137514,172.16.10.43,199.26.105.81,49072,52991,TCP,40
1762939956.7882812,172.16.10.43,229.85.147.174,26033,4712,UDP,222
1762940885.7141747,14.114.128.150,172.16.10.43,54944,50000,TCP,300
1762939926.9418123,131.37.137.150,172.16.10.43,39909,4523,ICMP,476
1762940100.9844768,109.94.10.208,172.16.10.43,41568,9390,UDP,1227
1762940827.4887533,33.218.211.166,172.16.10.43,61570,41877,ICMP,1173
1762940504.7108436,243.178.121.43,172.16.10.43,21213,42108,UDP,1175
1762940997.1405292,172.16.10.43,71.196.251.232,57538,3031,ICMP,1260
1762941540.1193957,172.16.10.43,15.173.207.4,5500,54047,ICMP,1344
1762941377.4545188,172.16.10.43,118.97.189.197,25555,28363,TCP,1076
1762941162.1511078,172.16.10.43,25.231.253.34,238,46315,ICMP,699
1762941087.0854971,172.16.10.43,78.91.209.3,44794,65085,TCP,830
1762940692.2167058,185.39.92.109,172.16.10.43,53217,21957,TCP,357
1762940394.6352499,185.146.140.213,172.16.10.43,17392,54065,TCP,1286
1762940812.8579652,172.16.10.43,227.196.5.177,59306,42759,UDP,46
1762940130.2068906,172.16.10.43,30.235.221.118,50643,37796,TCP,656
1762940845.2038646,172.16.10.43,246.123.11.96,29796,23349,UDP,1449
1762940876.1948812,172.16.10.43,89.44.57.161,57425,31437,UDP,959
1762940188.3826334,10.217.148.212,172.16.10.43,58188,2611,UDP,533
1762941441.891402,235.97.127.41,172.16.10.43,29845,36383,ICMP,1403
1762940716.7900474,172.16.10.43,216.17.118.65,36929,56531,TCP,349
1762940852.131176,172.16.10.43,104.221.214.40,3620,58839,TCP,903
1762940152.1228466,172.16.10.43,217.191.109.194,30705,801,ICMP,354
1762941320.6182966,122.54.25.120,172.16.10.43,58902,64959,TCP,833
1762940558.8862903,230.101.86.29,172.16.10.43,65279,46513,TCP,1389
1762940684.3219912,97.105.213.216,172.16.10.43,11782,45734,UDP,1322
1762941154.3683338,172.16.10.43,67.205.17.25,43184,37603,ICMP,611
1762941627.9657128,124.94.2.154,172.16.10.43,47297,46643,ICMP,178
1762939838.5991263,172.16.10.43,160.147.108.156,12583,15111,UDP,126
1762939932.0837543,172.16.10.43,59.78.92.161,32776,13445,UDP,522
1762939989.2862804,172.16.10.43,160.187.189.98,63844,1679,UDP,540
1762941501.2221568,172.16.10.43,98.213.251.180,31389,36235,ICMP,1150
1762940801.9717708,172.16.10.43,116.77.65.108,26895,6315,TCP,1476
1762941258.3081315,172.16.10.43,255.168.182.20,8760,59219,ICMP,1457
1762941252.3165655,110.112.176.5,172.16.10.43,5520,63871,TCP,1196
1762941086.2826881,172.16.10.43,175.14.216.240,28738,2787,UDP,512
1762940247.2278848,172.16.10.43,210.34.145.34,43332,34121,TCP,993
1762940680.2019906,172.16.10.43,55.123.101.90,39553,48924,ICMP,1280
1762941075.480472,178.109.168.113,172.16.10.43,48804,3266,ICMP,1171
1762940526.037884,172.16.10.43,234.122.2.92,52691,25612,UDP,686
1762941459.7534804,51.141.195.137,172.16.10.43,38244,23051,TCP,356
1762941091.047392,172.16.10.43,185.99.168.137,48620,50984,TCP,1062
1762941281.9292016,172.16.10.43,214.4.44.43,28597,18481,ICMP,949
1762939749.247723,172.16.10.43,140.55.237.248,26177,13933,UDP,191
1762940218.2802,172.16.10.43,164.79.194.239,43934,7800,TCP,221
1762940341.2158122,26.128.176.123,172.16.10.43,35564,27094,ICMP,982
1762939982.3311052,8.99.154.139,172.16.10.43,51819,61060,UDP,220
1762941399.4230475,172.16.10.43,11.51.89.93,30959,15672,TCP,236
1762939702.010686,227.67.199.231,172.16.10.43,2486,18093,TCP,567
1762941199.636066,76.24.112.147,172.16.10.43,56739,42354,TCP,824
1762940255.021548,172.16.10.43,20.6.17.33,46991,6916,UDP,775
1762940985.4292252,159.206.220.114,172.16.10.43,54795,23248,TCP,1421
1762939817.1240659,172.16.10.43,110.150.56.216,42883,37532,UDP,829
1762941470.1535587,51.85.208.180,172.16.10.43,20184,38338,ICMP,814
1762940296.539695,172.16.10.43,133.163.232.123,30825,49328,TCP,157
1762939993.669495,198.223.111.42,172.16.10.43,44436,53228,ICMP,322
1762939763.0225945,172.16.10.43,100.99.51.229,36159,37789,TCP,224
1762941142.5934646,172.16.10.43,232.153.131.115,24087,42961,TCP,72
1762940095.4117277,172.16.10.43,127.254.232.155,56717,35497,TCP,364
1762941225.8321013,172.16.10.43,220.128.133.85,9200,44257,UDP,863
1762941229.8502948,172.16.10.43,56.215.212.219,2290,14017,TCP,1353
1762940722.4212708,124.40.90.3,172.16.10.43,52077,25988,ICMP,1019
1762940486.7923172,172.16.10.43,213.131.63.235,14145,22462,ICMP,1034
1762940760.0154977,172.16.10.43,167.105.103.228,11366,15870,TCP,1265
1762941103.3336403,170.68.238.239,172.16.10.43,50708,48354,ICMP,642
1762939742.2369928,27.103.242.196,172.16.10.43,13354,27542,UDP,678
1762941496.296486,172.16.10.43,226.190.214.98,39989,58630,ICMP,798
1762940304.8986993,172.16.10.43,214.102.57.198,17237,53886,UDP,663
1762940943.4059978,249.156.90.225,172.16.10.43,32340,40524,TCP,575
1762941031.773395,249.223.195.95,172.16.10.43,29248,41550,TCP,519
1762941362.7527483,172.16.10.43,65.238.224.91,62875,52166,ICMP,769
1762940799.4098938,80.199.65.118,172.16.10.43,6216,22978,ICMP,213
1762941508.255352,169.9.185.70,172.16.10.43,48053,3872,TCP,266
